anonymous_id,received_at,product_id,total,revenue,discount,is_gift
c323c024-a2f4-46ac-a444-f41fb7839f06,11/4/2017 10:29,gordon-ramsay-teaches-cooking,90,90,0,f
25dea469-374b-4ffe-bde9-4214fba4b2af,11/4/2017 10:46,james-patterson-teaches-writing,90,90,0,f
1d3484c1-6026-47be-90b0-159f6395a64b,11/4/2017 10:51,gordon-ramsay-teaches-cooking,90,90,0,t
01e4ddf5-7ce8-46d4-8ce0-1473629a75d5,11/4/2017 11:10,gordon-ramsay-teaches-cooking,90,90,0,f
2346530d-1162-4809-b85f-ef406f1641e2,11/4/2017 11:15,usher-teaches-the-art-of-performance,90,90,0,f
6fbb574f-72e9-4183-8f10-133a62d2d94f,11/4/2017 11:17,gordon-ramsay-teaches-cooking,90,90,0,f
8bc21942-4b40-47b9-ba51-55170e2e79a1,11/4/2017 11:30,aaron-sorkin-teaches-screenwriting,90,90,0,f
2346530d-1162-4809-b85f-ef406f1641e2,11/4/2017 11:34,werner-herzog-teaches-filmmaking,90,90,0,f
2346530d-1162-4809-b85f-ef406f1641e2,11/4/2017 11:36,aaron-sorkin-teaches-screenwriting,90,90,0,f
2346530d-1162-4809-b85f-ef406f1641e2,11/4/2017 11:38,gordon-ramsay-teaches-cooking,90,90,0,f
052d9f43-906c-45d6-8403-99b12578323f,11/4/2017 12:48,gordon-ramsay-teaches-cooking,90,90,0,f
2ac7db5e-3fba-4035-9b6c-ccfb0286a681,11/4/2017 13:04,christina-aguilera-teaches-singing,90,90,0,f
b33c3745-085a-4625-8bc6-91621d1f1ea7,11/4/2017 13:17,gordon-ramsay-teaches-cooking,90,90,0,f
28d5d038-6714-421b-8bc8-8eef7c57e8b1,11/4/2017 13:29,gordon-ramsay-teaches-cooking,90,90,0,f
c65924d6-5796-4852-a662-13e2ec94bce6,11/4/2017 13:36,gordon-ramsay-teaches-cooking,90,90,0,f
a26cf027-3091-449c-b12e-da50dbd9c7c4,11/4/2017 13:42,dustin-hoffman-teaches-acting,0,0,90,f
36d6f07f-c837-4224-9c3f-c5a3dd90f87f,11/4/2017 13:54,gordon-ramsay-teaches-cooking,90,90,0,f
5d696c32-8f78-4381-b764-1b9387bab988,11/4/2017 14:01,gordon-ramsay-teaches-cooking,90,90,0,f
1a220c98-bfd3-4319-b18e-c70ac2ea7aa6,11/4/2017 14:09,gordon-ramsay-teaches-cooking,90,90,0,f
500cc609-32af-4e2b-b899-32f74b504ac3,11/4/2017 14:13,gordon-ramsay-teaches-cooking,90,90,0,t
0435e429-186e-40c3-8c62-ba6caf469f52,11/4/2017 14:16,gordon-ramsay-teaches-cooking,90,90,0,f
224d1efe-d89c-4249-9a74-2915f12d361a,11/4/2017 15:17,gordon-ramsay-teaches-cooking,90,90,0,f
e0152df5-7e80-4502-af0c-cac4247bbfbe,11/4/2017 15:24,gordon-ramsay-teaches-cooking,90,90,0,f
73931676-2b76-483c-ad5d-27ffc229fc3c,11/4/2017 15:24,gordon-ramsay-teaches-cooking,90,90,0,f
2d6bff9e-81a1-4427-8022-32cf0260c9b0,11/4/2017 15:33,jane-goodall-teaches-conservation,90,90,0,t
f71198db-c17a-44c0-85e8-6e76b95f50b4,11/4/2017 15:51,gordon-ramsay-teaches-cooking,90,90,0,f
ba25b161-adf2-47d5-9042-67bb62798c14,11/4/2017 16:19,gordon-ramsay-teaches-cooking,90,90,0,f
87e10c6d-6862-48b7-b86d-a0f44443d5e5,11/4/2017 16:30,gordon-ramsay-teaches-cooking,90,90,0,f
ea6e6922-c4a2-40e9-ab0a-26d2bc3d7b1e,11/4/2017 16:35,martin-scorsese-teaches-filmmaking,90,90,0,f
ea6e6922-c4a2-40e9-ab0a-26d2bc3d7b1e,11/4/2017 16:42,christina-aguilera-teaches-singing,90,90,0,f
49ef5834-788f-4d6e-86cb-d019a1811ce6,11/4/2017 16:42,gordon-ramsay-teaches-cooking,90,90,0,f
ea6e6922-c4a2-40e9-ab0a-26d2bc3d7b1e,11/4/2017 16:45,david-mamet-teaches-dramatic-writing,90,90,0,f
0e76fa52-de62-4d16-8af7-6c834dfcda8e,11/4/2017 16:57,gordon-ramsay-teaches-cooking,87,87,0,f
ea6e6922-c4a2-40e9-ab0a-26d2bc3d7b1e,11/4/2017 17:07,samuel-l-jackson-teaches-acting,90,90,0,f
ea6e6922-c4a2-40e9-ab0a-26d2bc3d7b1e,11/4/2017 17:11,usher-teaches-the-art-of-performance,90,90,0,f
ea6e6922-c4a2-40e9-ab0a-26d2bc3d7b1e,11/4/2017 17:16,james-patterson-teaches-writing,90,90,0,f
f3f8986e-81c5-463a-8dec-1f7d630b14f4,11/4/2017 17:25,diane-von-furstenberg-teaches-building-a-fashion-brand,90,90,0,f
9d96faf4-047f-45cf-86bd-a56f62f3aa21,11/4/2017 17:43,gordon-ramsay-teaches-cooking,90,90,0,f
df25b0ee-2c34-4d3d-82b4-fe3accee5736,11/4/2017 17:55,gordon-ramsay-teaches-cooking,90,90,0,f
0d57d62b-8bcc-4d5b-8242-566ed2d76f49,11/4/2017 18:08,gordon-ramsay-teaches-cooking,90,90,0,t
d200faec-2ff0-4f71-86fb-bcddcbd59187,11/4/2017 18:11,gordon-ramsay-teaches-cooking,87,87,0,f
083b0449-2827-4134-b9c5-49d340675212,11/4/2017 18:27,gordon-ramsay-teaches-cooking,90,90,0,f
65ee4c38-471a-4c7c-92d2-c370e1024959,11/4/2017 18:44,gordon-ramsay-teaches-cooking,90,90,0,t
3bc1e17b-30d0-4a52-aa46-8581465fcb57,11/4/2017 18:55,gordon-ramsay-teaches-cooking,90,90,0,f
1c43057d-3af2-44e2-9988-dc71709e23ec,11/4/2017 18:57,gordon-ramsay-teaches-cooking,87,87,0,t
c6b02de9-3b48-462a-ab56-d6d4ac06a5e6,11/4/2017 19:47,gordon-ramsay-teaches-cooking,87,87,0,f
fdf04818-9d18-4ea0-b505-4f14a5854d3d,11/4/2017 19:55,gordon-ramsay-teaches-cooking,90,90,0,f
7fe8498e-c184-4023-9b95-feb2b9899bb3,11/4/2017 20:03,steve-martin-teaches-comedy,90,90,0,t
ef66988f-ebf8-4b4c-b411-9bda2cb219a0,11/4/2017 20:10,gordon-ramsay-teaches-cooking,90,90,0,f
fdf04818-9d18-4ea0-b505-4f14a5854d3d,11/4/2017 20:11,werner-herzog-teaches-filmmaking,90,90,0,f
fdf04818-9d18-4ea0-b505-4f14a5854d3d,11/4/2017 20:29,jane-goodall-teaches-conservation,90,90,0,f
ce124bd9-4974-425c-b601-36dada215e9e,11/4/2017 20:33,dustin-hoffman-teaches-acting,90,90,0,f
fc05917a-714c-4844-ae2e-d2687b143a71,11/4/2017 20:39,gordon-ramsay-teaches-cooking,90,90,0,f
