element_id,is mobile ( 1),CVR estimation 1 ,CVR estimation 2 
132481,,0.07692141,0.057
132481,1,0.01505345,0.0124
132482,,0.07692141,0.057
132482,1,0.01505345,0.0124
132484,,0.07692141,0.057
132484,1,0.01505345,0.0124
132485,,0.07692141,0.057
132485,1,0.01505345,0.0124
132486,,0.07692141,0.057
132486,1,0.01505345,0.0124
132487,,0.07627839,0.057
132487,1,0.01505345,0.0124
132488,,0.07692141,0.057
132488,1,0.01505345,0.0124
132544,,0.02902789,0.057
132544,1,0.01505345,0.0124
132547,,0.02983747,0.057
132547,1,0.01455392,0.0124
132551,,0.04236654,0.057
132551,1,0.01364813,0.0124
132552,,0.07692141,0.057
132552,1,0.01505345,0.0124
132553,,0.07692141,0.057
132553,1,0.01505345,0.0124
132554,,0.02983747,0.057
132554,1,0.01505345,0.0124
132558,,0.07692141,0.057
132558,1,0.01505345,0.0124
132564,,0.07692141,0.057
132564,1,0.01505345,0.0124
132568,,0.07692141,0.057
132568,1,0.01505345,0.0124
132571,,0.07502407,0.057
132571,1,0.01505345,0.0124
132574,,0.08124215,0.057
132574,1,0.01455392,0.0124
132589,,0.08622082,0.057
132589,1,0.01505345,0.0124
132593,,0.02983747,0.057
132593,1,0.01505345,0.0124
132594,,0.07564603,0.057
132594,1,0.01505345,0.0124
132595,,0.07627839,0.057
132595,1,0.01505345,0.0124
132599,,0.08463785,0.057
132599,1,0.01505345,0.0124
132600,,0.0832539,0.057
132600,1,0.01408648,0.0124
132602,,0.07627839,0.057
132602,1,0.01505345,0.0124
132603,,0.08393619,0.057
132603,1,0.01505345,0.0124
132606,,0.08433608,0.057
132606,1,0.01455392,0.0124
132607,,0.07564603,0.057
132607,1,0.01505345,0.0124
132611,,0.07692141,0.057
132611,1,0.01505345,0.0124
132615,,0.07564603,0.057
132615,1,0.01505345,0.0124
132617,,0.07692141,0.057
132617,1,0.01505345,0.0124
132650,,0.07692141,0.057
132650,1,0.01505345,0.0124
132651,,0.07692141,0.057
132651,1,0.01505345,0.0124
132661,,0.07627839,0.057
132661,1,0.01505345,0.0124
132662,,0.07692141,0.057
132662,1,0.01505345,0.0124
132679,,0.07692141,0.057
132679,1,0.01505345,0.0124
132681,,0.07692141,0.057
132681,1,0.01505345,0.0124
132686,,0.07692141,0.057
132686,1,0.01505345,0.0124
132688,,0.07692141,0.057
132688,1,0.01505345,0.0124
132714,,0.07564603,0.057
132714,1,0.01505345,0.0124
132715,,0.08683833,0.057
132715,1,0.01408648,0.0124
132745,,0.08745671,0.057
132745,1,0.04123744,0.0124
132746,,0.07564603,0.057
132746,1,0.01408648,0.0124
132763,,0.07692141,0.057
132763,1,0.01505345,0.0124
132785,,0.07564603,0.057
132785,1,0.01505345,0.0124
132787,,0.07692141,0.057
132787,1,0.01505345,0.0124
132788,,0.07692141,0.057
132788,1,0.01505345,0.0124
132797,,0.07692141,0.057
132797,1,0.01505345,0.0124
132798,,0.07692141,0.057
132798,1,0.01505345,0.0124
132834,,0.02983747,0.057
132834,1,0.01505345,0.0124
132846,,0.07692141,0.057
132846,1,0.01455392,0.0124
132847,,0.02496382,0.057
132847,1,0.01248279,0.0124
132848,,0.02983747,0.057
132848,1,0.01505345,0.0124
132858,,0.07692141,0.057
132858,1,0.01505345,0.0124
132872,,0.07692141,0.057
132872,1,0.01505345,0.0124
132877,,0.07692141,0.057
132877,1,0.01505345,0.0124
132881,,0.07627839,0.057
132881,1,0.01505345,0.0124
132882,,0.07692141,0.057
132882,1,0.01505345,0.0124
132894,,0.07692141,0.057
132894,1,0.01505345,0.0124
132900,,0.07692141,0.057
132900,1,0.01505345,0.0124
132901,,0.08463785,0.057
132901,1,0.01505345,0.0124
132904,,0.01729573,0.057
132904,1,0.01408648,0.0124
132905,,0.02693154,0.057
132905,1,0.01066205,0.0124
132912,,0.07692141,0.057
132912,1,0.01505345,0.0124
132930,,0.01152151,0.057
132930,1,0.01284848,0.0124
132931,,0.02983747,0.057
132931,1,0.01505345,0.0124
132935,,0.02983747,0.057
132935,1,0.01505345,0.0124
132937,,0.02496382,0.057
132937,1,0.01505345,0.0124
132938,,0.07502407,0.057
132938,1,0.01505345,0.0124
132939,,0.05616095,0.057
132939,1,0.01505345,0.0124
132941,,0.04151675,0.057
132941,1,0.01505345,0.0124
132942,,0.07692141,0.057
132942,1,0.01505345,0.0124
132943,,0.07502407,0.057
132943,1,0.01505345,0.0124
132946,,0.02753374,0.057
132946,1,0.01505345,0.0124
132947,,0.07692141,0.057
132947,1,0.01505345,0.0124
132964,,0.02983747,0.057
132964,1,0.01505345,0.0124
132965,,0.07627839,0.057
132965,1,0.01505345,0.0124
132972,,0.02983747,0.057
132972,1,0.01505345,0.0124
132996,,0.10530758,0.057
132996,1,0.01505345,0.0124
133079,,0.04910048,0.057
133079,1,0.01505345,0.0124
133082,,0.07627839,0.057
133082,1,0.01505345,0.0124
133094,,0.07564603,0.057
133094,1,0.01505345,0.0124
133095,,0.07564603,0.057
133095,1,0.01505345,0.0124
133096,,0.07564603,0.057
133096,1,0.01505345,0.0124
133111,,0.02385074,0.057
133111,1,0.01505345,0.0124
133112,,0.01448553,0.057
133112,1,0.01505345,0.0124
133114,,0.07149699,0.057
133114,1,0.01505345,0.0124
133115,,0.02753374,0.057
133115,1,0.01505345,0.0124
133142,,0.02983747,0.057
133142,1,0.01505345,0.0124
133144,,0.03575587,0.057
133144,1,0.01505345,0.0124
133145,,0.04661477,0.057
133145,1,0.01505345,0.0124
133147,,0.02753374,0.057
133147,1,0.01505345,0.0124
133153,,0.02983747,0.057
133153,1,0.01505345,0.0124
133162,,0.07692141,0.057
133162,1,0.01505345,0.0124
133171,,0.07692141,0.057
133171,1,0.01505345,0.0124
133217,,0.07956921,0.057
133217,1,0.01505345,0.0124
133247,,0.05077176,0.057
133247,1,0.01505345,0.0124
133253,,0.02902789,0.057
133253,1,0.01505345,0.0124
133254,,0.02983747,0.057
133254,1,0.01505345,0.0124
133255,,0.07441225,0.057
133255,1,0.01505345,0.0124
133256,,0.07627839,0.057
133256,1,0.01505345,0.0124
133257,,0.0825672,0.057
133257,1,0.01505345,0.0124
133258,,0.07381034,0.057
133258,1,0.01505345,0.0124
133259,,0.07692141,0.057
133259,1,0.01505345,0.0124
133262,,0.07692141,0.057
133262,1,0.01505345,0.0124
133311,,0.02983747,0.057
133311,1,0.01505345,0.0124
133312,,0.05483983,0.057
133312,1,0.01505345,0.0124
133313,,0.07094113,0.057
133313,1,0.01505345,0.0124
133317,,0.07692141,0.057
133317,1,0.01505345,0.0124
133318,,0.02983747,0.057
133318,1,0.01505345,0.0124
133339,,0.08926622,0.057
133339,1,0.01505345,0.0124
133341,,0.07692141,0.057
133341,1,0.01505345,0.0124
133342,,0.02983747,0.057
133342,1,0.01505345,0.0124
133345,,0.07692141,0.057
133345,1,0.01505345,0.0124
133695,,0.07692141,0.057
133695,1,0.01505345,0.0124
133699,,0.07692141,0.057
133699,1,0.01505345,0.0124
133702,,0.07692141,0.057
133702,1,0.01505345,0.0124
133703,,0.0825672,0.057
133703,1,0.01323624,0.0124
133707,,0.07692141,0.057
133707,1,0.01505345,0.0124
133708,,0.07692141,0.057
133708,1,0.01455392,0.0124
133773,,0.07692141,0.057
133773,1,0.01505345,0.0124
133778,,0.07692141,0.057
133778,1,0.01505345,0.0124
133779,,0.07692141,0.057
133779,1,0.01505345,0.0124
133791,,0.07692141,0.057
133791,1,0.01505345,0.0124
133795,,0.02902789,0.057
133795,1,0.01505345,0.0124
133796,,0.07692141,0.057
133796,1,0.01505345,0.0124
133797,,0.02103679,0.057
133797,1,0.01408648,0.0124
133798,,0.02983747,0.057
133798,1,0.01505345,0.0124
133800,,0.00972413,0.057
133800,1,0.00576062,0.0124
133801,,0.02983747,0.057
133801,1,0.01505345,0.0124
133802,,0.02983747,0.057
133802,1,0.01505345,0.0124
133808,,0.02983747,0.057
133808,1,0.01505345,0.0124
133810,,0.02983747,0.057
133810,1,0.01505345,0.0124
133815,,0.02983747,0.057
133815,1,0.01505345,0.0124
133822,,0.02983747,0.057
133822,1,0.01505345,0.0124
133825,,0.04591752,0.057
133825,1,0.0115008,0.0124
133826,,0.07692141,0.057
133826,1,0.01505345,0.0124
133827,,0.02983747,0.057
133827,1,0.01505345,0.0124
133836,,0.02983747,0.057
133836,1,0.01505345,0.0124
133840,,0.02983747,0.057
133840,1,0.01505345,0.0124
133843,,0.02983747,0.057
133843,1,0.01505345,0.0124
133845,,0.05826084,0.057
133845,1,0.0118105,0.0124
133847,,0.04614459,0.057
133847,1,0.01505345,0.0124
133850,,0.02983747,0.057
133850,1,0.01505345,0.0124
133855,,0.07263525,0.057
133855,1,0.01505345,0.0124
133856,,0.08709372,0.057
133856,1,0.01066205,0.0124
133859,,0.07692141,0.057
133859,1,0.01505345,0.0124
133860,,0.06747917,0.057
133860,1,0.00527557,0.0124
133863,,0.02983747,0.057
133863,1,0.01455392,0.0124
133867,,0.07627839,0.057
133867,1,0.01505345,0.0124
133875,,0.07692141,0.057
133875,1,0.01505345,0.0124
133879,,0.07692141,0.057
133879,1,0.01505345,0.0124
133884,,0.07692141,0.057
133884,1,0.01505345,0.0124
133890,,0.07692141,0.057
133890,1,0.01505345,0.0124
133895,,0.07627839,0.057
133895,1,0.01505345,0.0124
133900,,0.07564603,0.057
133900,1,0.01505345,0.0124
133901,,0.07627839,0.057
133901,1,0.01505345,0.0124
133903,,0.07627839,0.057
133903,1,0.01505345,0.0124
133904,,0.07692141,0.057
133904,1,0.01505345,0.0124
133907,,0.07502407,0.057
133907,1,0.01505345,0.0124
133912,,0.07692141,0.057
133912,1,0.01505345,0.0124
133913,,0.08463785,0.057
133913,1,0.01505345,0.0124
133914,,0.07692141,0.057
133914,1,0.01505345,0.0124
133915,,0.07627839,0.057
133915,1,0.01505345,0.0124
133916,,0.07692141,0.057
133916,1,0.01505345,0.0124
133917,,0.06932424,0.057
133917,1,0.01505345,0.0124
133918,,0.08716789,0.057
133918,1,0.01505345,0.0124
133919,,0.07206162,0.057
133919,1,0.01364813,0.0124
133920,,0.07441225,0.057
133920,1,0.01455392,0.0124
133924,,0.02983747,0.057
133924,1,0.01505345,0.0124
133929,,0.05327018,0.057
133929,1,0.01505345,0.0124
133932,,0.02983747,0.057
133932,1,0.01505345,0.0124
140486,,0.02983747,0.057
140486,1,0.01505345,0.0124
140488,,0.02983747,0.057
140488,1,0.01505345,0.0124
140493,,0.02983747,0.057
140493,1,0.01505345,0.0124
140494,,0.02983747,0.057
140494,1,0.01505345,0.0124
140499,,0.02983747,0.057
140499,1,0.01505345,0.0124
140500,,0.02983747,0.057
140500,1,0.01505345,0.0124
140505,,0.02983747,0.057
140505,1,0.01505345,0.0124
140508,,0.02983747,0.057
140508,1,0.01408648,0.0124
140520,,0.02983747,0.057
140520,1,0.01505345,0.0124
140523,,0.02983747,0.057
140523,1,0.01505345,0.0124
140525,,0.02983747,0.057
140525,1,0.01505345,0.0124
140527,,0.02983747,0.057
140527,1,0.01505345,0.0124
140528,,0.02983747,0.057
140528,1,0.01505345,0.0124
140530,,0.02983747,0.057
140530,1,0.01505345,0.0124
140532,,0.02983747,0.057
140532,1,0.01505345,0.0124
140533,,0.02983747,0.057
140533,1,0.01455392,0.0124
140534,,0.02902789,0.057
140534,1,0.01505345,0.0124
140536,,0.02983747,0.057
140536,1,0.01505345,0.0124
140539,,0.02983747,0.057
140539,1,0.01505345,0.0124
140543,,0.02983747,0.057
140543,1,0.01505345,0.0124
140545,,0.02983747,0.057
140545,1,0.01505345,0.0124
140547,,0.02983747,0.057
140547,1,0.01505345,0.0124
140548,,0.02983747,0.057
140548,1,0.01505345,0.0124
140549,,0.02983747,0.057
140549,1,0.01505345,0.0124
140553,,0.02189798,0.057
140553,1,0.01248279,0.0124
140554,,0.02826108,0.057
140554,1,0.01016769,0.0124
140559,,0.02983747,0.057
140559,1,0.01455392,0.0124
140563,,0.02983747,0.057
140563,1,0.01505345,0.0124
140565,,0.02983747,0.057
140565,1,0.01505345,0.0124
140568,,0.02983747,0.057
140568,1,0.01505345,0.0124
140571,,0.02902789,0.057
140571,1,0.01505345,0.0124
140572,,0.02983747,0.057
140572,1,0.01505345,0.0124
140573,,0.02983747,0.057
140573,1,0.01505345,0.0124
140577,,0.02983747,0.057
140577,1,0.01505345,0.0124
140579,,0.02902789,0.057
140579,1,0.01505345,0.0124
140580,,0.02983747,0.057
140580,1,0.01505345,0.0124
140581,,0.02983747,0.057
140581,1,0.01505345,0.0124
140584,,0.02983747,0.057
140584,1,0.01505345,0.0124
140586,,0.02983747,0.057
140586,1,0.01505345,0.0124
140587,,0.02983747,0.057
140587,1,0.01505345,0.0124
140590,,0.02983747,0.057
140590,1,0.01505345,0.0124
140591,,0.02902789,0.057
140591,1,0.01408648,0.0124
140592,,0.02983747,0.057
140592,1,0.01505345,0.0124
140597,,0.02983747,0.057
140597,1,0.01505345,0.0124
140602,,0.02983747,0.057
140602,1,0.01505345,0.0124
140606,,0.02983747,0.057
140606,1,0.01505345,0.0124
140607,,0.02983747,0.057
140607,1,0.01505345,0.0124
140609,,0.02983747,0.057
140609,1,0.01505345,0.0124
140616,,0.02826108,0.057
140616,1,0.01505345,0.0124
140617,,0.02983747,0.057
140617,1,0.01505345,0.0124
140619,,0.02902789,0.057
140619,1,0.01505345,0.0124
140620,,0.02983747,0.057
140620,1,0.01505345,0.0124
140621,,0.02983747,0.057
140621,1,0.01455392,0.0124
140622,,0.02983747,0.057
140622,1,0.01505345,0.0124
140628,,0.02902789,0.057
140628,1,0.01505345,0.0124
140629,,0.02983747,0.057
140629,1,0.01505345,0.0124
140630,,0.02983747,0.057
140630,1,0.01505345,0.0124
140631,,0.0268429,0.057
140631,1,0.01248279,0.0124
140633,,0.02983747,0.057
140633,1,0.01505345,0.0124
140635,,0.02983747,0.057
140635,1,0.01505345,0.0124
140636,,0.02983747,0.057
140636,1,0.01505345,0.0124
140640,,0.02983747,0.057
140640,1,0.01505345,0.0124
140641,,0.02983747,0.057
140641,1,0.01505345,0.0124
140642,,0.02983747,0.057
140642,1,0.01505345,0.0124
140645,,0.02983747,0.057
140645,1,0.01505345,0.0124
140646,,0.02983747,0.057
140646,1,0.01505345,0.0124
140648,,0.02902789,0.057
140648,1,0.01364813,0.0124
140649,,0.02983747,0.057
140649,1,0.01505345,0.0124
140650,,0.02983747,0.057
140650,1,0.01505345,0.0124
140653,,0.02902789,0.057
140653,1,0.01505345,0.0124
140654,,0.02983747,0.057
140654,1,0.01505345,0.0124
140660,,0.02983747,0.057
140660,1,0.01505345,0.0124
140667,,0.02983747,0.057
140667,1,0.01505345,0.0124
140670,,0.02983747,0.057
140670,1,0.01505345,0.0124
140672,,0.02983747,0.057
140672,1,0.01505345,0.0124
140680,,0.02983747,0.057
140680,1,0.01505345,0.0124
140681,,0.02983747,0.057
140681,1,0.01505345,0.0124
140682,,0.02983747,0.057
140682,1,0.01284848,0.0124
140683,,0.02902789,0.057
140683,1,0.01284848,0.0124
140684,,0.02983747,0.057
140684,1,0.01505345,0.0124
140691,,0.02983747,0.057
140691,1,0.01455392,0.0124
140698,,0.02983747,0.057
140698,1,0.01505345,0.0124
140699,,0.02983747,0.057
140699,1,0.01505345,0.0124
140700,,0.02983747,0.057
140700,1,0.01408648,0.0124
140703,,0.02983747,0.057
140703,1,0.01505345,0.0124
140704,,0.02983747,0.057
140704,1,0.01505345,0.0124
140705,,0.02983747,0.057
140705,1,0.01505345,0.0124
140707,,0.02983747,0.057
140707,1,0.01505345,0.0124
140708,,0.02983747,0.057
140708,1,0.01455392,0.0124
140711,,0.02983747,0.057
140711,1,0.01505345,0.0124
140712,,0.02902789,0.057
140712,1,0.01505345,0.0124
140714,,0.02983747,0.057
140714,1,0.01505345,0.0124
140715,,0.02983747,0.057
140715,1,0.01505345,0.0124
140717,,0.02983747,0.057
140717,1,0.01505345,0.0124
140719,,0.02983747,0.057
140719,1,0.01505345,0.0124
140721,,0.02983747,0.057
140721,1,0.01505345,0.0124
140724,,0.02983747,0.057
140724,1,0.01505345,0.0124
140728,,0.02902789,0.057
140728,1,0.01505345,0.0124
140729,,0.02902789,0.057
140729,1,0.01505345,0.0124
140730,,0.02983747,0.057
140730,1,0.01505345,0.0124
140732,,0.02902789,0.057
140732,1,0.01505345,0.0124
140733,,0.02983747,0.057
140733,1,0.01505345,0.0124
140734,,0.02983747,0.057
140734,1,0.01505345,0.0124
140735,,0.02826108,0.057
140735,1,0.01455392,0.0124
140737,,0.02983747,0.057
140737,1,0.01505345,0.0124
140738,,0.02983747,0.057
140738,1,0.01505345,0.0124
140739,,0.02983747,0.057
140739,1,0.01505345,0.0124
140740,,0.02983747,0.057
140740,1,0.01408648,0.0124
140742,,0.02983747,0.057
140742,1,0.01505345,0.0124
140743,,0.02983747,0.057
140743,1,0.01505345,0.0124
140747,,0.02983747,0.057
140747,1,0.01505345,0.0124
140748,,0.02983747,0.057
140748,1,0.01505345,0.0124
140751,,0.02983747,0.057
140751,1,0.01505345,0.0124
140756,,0.02983747,0.057
140756,1,0.01505345,0.0124
140762,,0.02983747,0.057
140762,1,0.01505345,0.0124
140764,,0.02902789,0.057
140764,1,0.01505345,0.0124
140768,,0.02983747,0.057
140768,1,0.01505345,0.0124
140770,,0.02983747,0.057
140770,1,0.01505345,0.0124
140771,,0.02983747,0.057
140771,1,0.01505345,0.0124
141062,,0.02983747,0.057
141062,1,0.01505345,0.0124
141064,,0.02983747,0.057
141064,1,0.01505345,0.0124
141066,,0.02983747,0.057
141066,1,0.01505345,0.0124
141069,,0.02983747,0.057
141069,1,0.01505345,0.0124
141074,,0.02983747,0.057
141074,1,0.01505345,0.0124
141076,,0.02983747,0.057
141076,1,0.01505345,0.0124
141077,,0.02983747,0.057
141077,1,0.01505345,0.0124
141079,,0.02983747,0.057
141079,1,0.01505345,0.0124
141080,,0.02983747,0.057
141080,1,0.01505345,0.0124
141086,,0.02983747,0.057
141086,1,0.01505345,0.0124
141087,,0.02983747,0.057
141087,1,0.01505345,0.0124
141094,,0.02983747,0.057
141094,1,0.01505345,0.0124
141097,,0.02983747,0.057
141097,1,0.01505345,0.0124
141104,,0.02983747,0.057
141104,1,0.01505345,0.0124
141109,,0.02983747,0.057
141109,1,0.01505345,0.0124
141111,,0.02983747,0.057
141111,1,0.01505345,0.0124
141114,,0.02983747,0.057
141114,1,0.01455392,0.0124
141115,,0.02983747,0.057
141115,1,0.01505345,0.0124
141117,,0.02983747,0.057
141117,1,0.01505345,0.0124
141118,,0.02983747,0.057
141118,1,0.01505345,0.0124
141123,,0.02983747,0.057
141123,1,0.01505345,0.0124
141132,,0.02983747,0.057
141132,1,0.01505345,0.0124
141135,,0.02983747,0.057
141135,1,0.01505345,0.0124
141138,,0.02983747,0.057
141138,1,0.01505345,0.0124
141142,,0.02983747,0.057
141142,1,0.01505345,0.0124
141144,,0.02983747,0.057
141144,1,0.01505345,0.0124
141148,,0.02983747,0.057
141148,1,0.01505345,0.0124
141153,,0.02902789,0.057
141153,1,0.01505345,0.0124
141154,,0.02983747,0.057
141154,1,0.01505345,0.0124
141156,,0.02983747,0.057
141156,1,0.01505345,0.0124
141157,,0.02902789,0.057
141157,1,0.01505345,0.0124
141158,,0.02983747,0.057
141158,1,0.01505345,0.0124
141160,,0.02983747,0.057
141160,1,0.01505345,0.0124
141162,,0.02983747,0.057
141162,1,0.01505345,0.0124
141176,,0.02983747,0.057
141176,1,0.01505345,0.0124
141179,,0.02983747,0.057
141179,1,0.01505345,0.0124
141182,,0.02983747,0.057
141182,1,0.01505345,0.0124
141191,,0.02983747,0.057
141191,1,0.01505345,0.0124
141193,,0.02983747,0.057
141193,1,0.01505345,0.0124
141194,,0.02983747,0.057
141194,1,0.01505345,0.0124
141197,,0.02983747,0.057
141197,1,0.01505345,0.0124
141203,,0.02983747,0.057
141203,1,0.01505345,0.0124
141211,,0.02983747,0.057
141211,1,0.01455392,0.0124
141213,,0.02983747,0.057
141213,1,0.01505345,0.0124
141214,,0.02983747,0.057
141214,1,0.01505345,0.0124
141216,,0.02983747,0.057
141216,1,0.01505345,0.0124
141224,,0.02983747,0.057
141224,1,0.01505345,0.0124
141230,,0.02983747,0.057
141230,1,0.01505345,0.0124
141239,,0.02983747,0.057
141239,1,0.01505345,0.0124
141241,,0.0268429,0.057
141241,1,0.01284848,0.0124
141261,,0.02983747,0.057
141261,1,0.01505345,0.0124
141262,,0.02983747,0.057
141262,1,0.01505345,0.0124
141263,,0.02983747,0.057
141263,1,0.01505345,0.0124
141277,,0.02983747,0.057
141277,1,0.01505345,0.0124
141284,,0.02983747,0.057
141284,1,0.01505345,0.0124
141286,,0.02983747,0.057
141286,1,0.01505345,0.0124
141289,,0.02983747,0.057
141289,1,0.01505345,0.0124
141295,,0.02983747,0.057
141295,1,0.01505345,0.0124
141296,,0.02983747,0.057
141296,1,0.01505345,0.0124
141297,,0.02983747,0.057
141297,1,0.01505345,0.0124
141299,,0.02983747,0.057
141299,1,0.01505345,0.0124
141300,,0.02983747,0.057
141300,1,0.01505345,0.0124
141302,,0.02983747,0.057
141302,1,0.01505345,0.0124
141304,,0.02983747,0.057
141304,1,0.01505345,0.0124
141310,,0.02983747,0.057
141310,1,0.01505345,0.0124
141313,,0.02983747,0.057
141313,1,0.01505345,0.0124
141314,,0.02983747,0.057
141314,1,0.01505345,0.0124
141317,,0.02983747,0.057
141317,1,0.01505345,0.0124
141318,,0.02983747,0.057
141318,1,0.01505345,0.0124
141321,,0.02983747,0.057
141321,1,0.01505345,0.0124
141322,,0.02983747,0.057
141322,1,0.01505345,0.0124
141323,,0.02983747,0.057
141323,1,0.01505345,0.0124
141329,,0.02983747,0.057
141329,1,0.01505345,0.0124
141333,,0.02983747,0.057
141333,1,0.01505345,0.0124
141343,,0.02983747,0.057
141343,1,0.01505345,0.0124
141345,,0.02983747,0.057
141345,1,0.01505345,0.0124
141348,,0.02983747,0.057
141348,1,0.01505345,0.0124
141353,,0.02983747,0.057
141353,1,0.01505345,0.0124
141356,,0.02983747,0.057
141356,1,0.01505345,0.0124
141357,,0.02983747,0.057
141357,1,0.01505345,0.0124
141358,,0.02983747,0.057
141358,1,0.01505345,0.0124
141361,,0.02983747,0.057
141361,1,0.01505345,0.0124
141368,,0.02983747,0.057
141368,1,0.01505345,0.0124
141370,,0.02983747,0.057
141370,1,0.01505345,0.0124
141373,,0.02983747,0.057
141373,1,0.01505345,0.0124
141375,,0.02983747,0.057
141375,1,0.01505345,0.0124
141377,,0.02983747,0.057
141377,1,0.01505345,0.0124
141381,,0.02983747,0.057
141381,1,0.01505345,0.0124
141382,,0.02983747,0.057
141382,1,0.01505345,0.0124
141383,,0.02983747,0.057
141383,1,0.01505345,0.0124
141388,,0.02983747,0.057
141388,1,0.01505345,0.0124
141390,,0.02983747,0.057
141390,1,0.01505345,0.0124
141391,,0.02983747,0.057
141391,1,0.01505345,0.0124
141395,,0.02983747,0.057
141395,1,0.01505345,0.0124
141398,,0.02983747,0.057
141398,1,0.01505345,0.0124
141403,,0.02983747,0.057
141403,1,0.01505345,0.0124
141406,,0.02983747,0.057
141406,1,0.01505345,0.0124
141407,,0.02983747,0.057
141407,1,0.01505345,0.0124
141410,,0.02983747,0.057
141410,1,0.01505345,0.0124
141412,,0.02983747,0.057
141412,1,0.01505345,0.0124
141418,,0.02983747,0.057
141418,1,0.01505345,0.0124
141427,,0.02983747,0.057
141427,1,0.01505345,0.0124
141429,,0.02983747,0.057
141429,1,0.01505345,0.0124
141432,,0.02983747,0.057
141432,1,0.01505345,0.0124
141437,,0.02983747,0.057
141437,1,0.01505345,0.0124
141438,,0.02983747,0.057
141438,1,0.01505345,0.0124
141440,,0.02983747,0.057
141440,1,0.01505345,0.0124
141442,,0.02983747,0.057
141442,1,0.01505345,0.0124
141446,,0.02983747,0.057
141446,1,0.01505345,0.0124
141448,,0.02983747,0.057
141448,1,0.01505345,0.0124
141450,,0.02983747,0.057
141450,1,0.01364813,0.0124
141453,,0.02983747,0.057
141453,1,0.01408648,0.0124
141456,,0.02983747,0.057
141456,1,0.01505345,0.0124
141466,,0.02983747,0.057
141466,1,0.01505345,0.0124
141471,,0.02983747,0.057
141471,1,0.01505345,0.0124
141472,,0.02983747,0.057
141472,1,0.01505345,0.0124
141473,,0.02983747,0.057
141473,1,0.01505345,0.0124
141477,,0.02983747,0.057
141477,1,0.01505345,0.0124
141478,,0.02983747,0.057
141478,1,0.01505345,0.0124
141482,,0.02983747,0.057
141482,1,0.01505345,0.0124
141487,,0.02983747,0.057
141487,1,0.01505345,0.0124
141490,,0.02983747,0.057
141490,1,0.01505345,0.0124
141494,,0.02983747,0.057
141494,1,0.01505345,0.0124
141498,,0.02983747,0.057
141498,1,0.01505345,0.0124
141499,,0.02983747,0.057
141499,1,0.01505345,0.0124
141500,,0.02983747,0.057
141500,1,0.01505345,0.0124
141504,,0.02983747,0.057
141504,1,0.01505345,0.0124
141508,,0.02983747,0.057
141508,1,0.01505345,0.0124
141509,,0.02983747,0.057
141509,1,0.01505345,0.0124
141820,,0.02983747,0.057
141820,1,0.01505345,0.0124
141821,,0.02983747,0.057
141821,1,0.01505345,0.0124
141822,,0.02983747,0.057
141822,1,0.01505345,0.0124
141823,,0.02902789,0.057
141823,1,0.01505345,0.0124
141839,,0.02983747,0.057
141839,1,0.01505345,0.0124
141846,,0.02983747,0.057
141846,1,0.01505345,0.0124
142036,,0.02983747,0.057
142036,1,0.01505345,0.0124
142037,,0.02983747,0.057
142037,1,0.01505345,0.0124
142038,,0.02983747,0.057
142038,1,0.01505345,0.0124
142039,,0.02983747,0.057
142039,1,0.01505345,0.0124
142629,,0.02983747,0.057
142629,1,0.01505345,0.0124
142630,,0.02983747,0.057
142630,1,0.01505345,0.0124
142632,,0.02983747,0.057
142632,1,0.01505345,0.0124
144628,,0.02983747,0.057
144628,1,0.01505345,0.0124
144630,,0.02983747,0.057
144630,1,0.01505345,0.0124
144632,,0.02983747,0.057
144632,1,0.01505345,0.0124
144645,,0.02983747,0.057
144645,1,0.01505345,0.0124
145618,,0.02983747,0.057
145618,1,0.01505345,0.0124
145619,,0.02983747,0.057
145619,1,0.01505345,0.0124
145627,,0.02983747,0.057
145627,1,0.01505345,0.0124
146629,,0.02983747,0.057
146629,1,0.01505345,0.0124
146637,,0.02983747,0.057
146637,1,0.01505345,0.0124
146639,,0.02983747,0.057
146639,1,0.01505345,0.0124
146645,,0.02983747,0.057
146645,1,0.01505345,0.0124
146650,,0.02983747,0.057
146650,1,0.01505345,0.0124
146653,,0.02983747,0.057
146653,1,0.01505345,0.0124
146657,,0.02983747,0.057
146657,1,0.01505345,0.0124
146660,,0.02983747,0.057
146660,1,0.01505345,0.0124
146668,,0.02983747,0.057
146668,1,0.01505345,0.0124
146757,,0.02983747,0.057
146757,1,0.01505345,0.0124
146758,,0.02983747,0.057
146758,1,0.01505345,0.0124
146804,,0.02983747,0.057
146804,1,0.01505345,0.0124
146816,,0.02983747,0.057
146816,1,0.01505345,0.0124
146920,,0.02983747,0.057
146920,1,0.01505345,0.0124
146921,,0.02983747,0.057
146921,1,0.01505345,0.0124
146941,,0.02983747,0.057
146941,1,0.01505345,0.0124
146951,,0.02983747,0.057
146951,1,0.01505345,0.0124
146956,,0.02983747,0.057
146956,1,0.01505345,0.0124
147246,,0.02983747,0.057
147246,1,0.01505345,0.0124
147248,,0.02983747,0.057
147248,1,0.01505345,0.0124
147540,,0.02983747,0.057
147540,1,0.01505345,0.0124
147541,,0.02983747,0.057
147541,1,0.01505345,0.0124
147543,,0.02983747,0.057
147543,1,0.01505345,0.0124
147544,,0.02983747,0.057
147544,1,0.01505345,0.0124
147548,,0.02983747,0.057
147548,1,0.01505345,0.0124
147556,,0.02983747,0.057
