element_id,is mobile ( 1),CVR estimation 1 ,CVR estimation 2 
72044,,0.02983747,0.057
72044,1,0.01505345,0.0124
72069,,0.02983747,0.057
72069,1,0.01505345,0.0124
72130,,0.02983747,0.057
72130,1,0.01505345,0.0124
72171,,0.02983747,0.057
72171,1,0.01505345,0.0124
72254,,0.07692141,0.057
72254,1,0.01505345,0.0124
72255,,0.02983747,0.057
72255,1,0.01455392,0.0124
72285,,0.02983747,0.057
72285,1,0.01505345,0.0124
72300,,0.02983747,0.057
72300,1,0.01505345,0.0124
72324,,0.02983747,0.057
72324,1,0.01505345,0.0124
72421,,0.02983747,0.057
72421,1,0.01505345,0.0124
72423,,0.02983747,0.057
72423,1,0.01505345,0.0124
72592,,0.02983747,0.057
72592,1,0.01505345,0.0124
72605,,0.02983747,0.057
72605,1,0.01505345,0.0124
72711,,0.02983747,0.057
72711,1,0.01505345,0.0124
72726,,0.02983747,0.057
72726,1,0.01505345,0.0124
72905,,0.02983747,0.057
72905,1,0.01505345,0.0124
72924,,0.02983747,0.057
72924,1,0.01505345,0.0124
72934,,0.02983747,0.057
72934,1,0.01505345,0.0124
72935,,0.02983747,0.057
72935,1,0.01505345,0.0124
72986,,0.02826108,0.057
72986,1,0.01505345,0.0124
72996,,0.02983747,0.057
72996,1,0.01505345,0.0124
72998,,0.02983747,0.057
72998,1,0.01505345,0.0124
72999,,0.02983747,0.057
72999,1,0.01505345,0.0124
73015,,0.02983747,0.057
73015,1,0.01505345,0.0124
73018,,0.02826108,0.057
73018,1,0.01505345,0.0124
73062,,0.02826108,0.057
73062,1,0.01505345,0.0124
73078,,0.02983747,0.057
73078,1,0.01505345,0.0124
73138,,0.02983747,0.057
73138,1,0.01505345,0.0124
73163,,0.02983747,0.057
73163,1,0.01505345,0.0124
73252,,0.02983747,0.057
73252,1,0.01505345,0.0124
73424,,0.02902789,0.057
73424,1,0.01505345,0.0124
73440,,0.02902789,0.057
73440,1,0.01505345,0.0124
73509,,0.02983747,0.057
73509,1,0.01505345,0.0124
73579,,0.02902789,0.057
73579,1,0.01505345,0.0124
73580,,0.02983747,0.057
73580,1,0.01505345,0.0124
73627,,0.02902789,0.057
73627,1,0.01505345,0.0124
73630,,0.02983747,0.057
73630,1,0.01505345,0.0124
73693,,0.02983747,0.057
73693,1,0.01505345,0.0124
73717,,0.02983747,0.057
73717,1,0.01505345,0.0124
73732,,0.02983747,0.057
73732,1,0.01505345,0.0124
73797,,0.02983747,0.057
73797,1,0.01505345,0.0124
73798,,0.02983747,0.057
73798,1,0.01505345,0.0124
73862,,0.02826108,0.057
73862,1,0.01505345,0.0124
73866,,0.02983747,0.057
73866,1,0.01505345,0.0124
73887,,0.02983747,0.057
73887,1,0.01505345,0.0124
73935,,0.02983747,0.057
73935,1,0.01505345,0.0124
74004,,0.02983747,0.057
74004,1,0.01505345,0.0124
74009,,0.02983747,0.057
74009,1,0.01505345,0.0124
74014,,0.02983747,0.057
74014,1,0.01505345,0.0124
74027,,0.02983747,0.057
74027,1,0.01505345,0.0124
74087,,0.02983747,0.057
74087,1,0.01505345,0.0124
74278,,0.02983747,0.057
74278,1,0.01505345,0.0124
74310,,0.02983747,0.057
74310,1,0.01505345,0.0124
74378,,0.02983747,0.057
74378,1,0.01505345,0.0124
74396,,0.02983747,0.057
74396,1,0.01505345,0.0124
74466,,0.02983747,0.057
74466,1,0.01505345,0.0124
74478,,0.02983747,0.057
74478,1,0.01505345,0.0124
74622,,0.02902789,0.057
74622,1,0.01505345,0.0124
74670,,0.02983747,0.057
74670,1,0.01505345,0.0124
74690,,0.02983747,0.057
74690,1,0.01505345,0.0124
74708,,0.02983747,0.057
74708,1,0.01505345,0.0124
74711,,0.02983747,0.057
74711,1,0.01505345,0.0124
74757,,0.02983747,0.057
74757,1,0.01505345,0.0124
74765,,0.02902789,0.057
74765,1,0.01505345,0.0124
74810,,0.02983747,0.057
74810,1,0.01505345,0.0124
74926,,0.02983747,0.057
74926,1,0.01505345,0.0124
74953,,0.02983747,0.057
74953,1,0.01505345,0.0124
74959,,0.02983747,0.057
74959,1,0.01505345,0.0124
74960,,0.07049471,0.057
74960,1,0.01505345,0.0124
75019,,0.02983747,0.057
75019,1,0.01505345,0.0124
75081,,0.02983747,0.057
75081,1,0.01505345,0.0124
75097,,0.02983747,0.057
75097,1,0.01505345,0.0124
75259,,0.02983747,0.057
75259,1,0.01505345,0.0124
75261,,0.02983747,0.057
75261,1,0.01505345,0.0124
75281,,0.02983747,0.057
75281,1,0.01505345,0.0124
75282,,0.02983747,0.057
75282,1,0.01505345,0.0124
75303,,0.02983747,0.057
75303,1,0.01505345,0.0124
75314,,0.02983747,0.057
75314,1,0.01505345,0.0124
75326,,0.02902789,0.057
75326,1,0.01505345,0.0124
75417,,0.02983747,0.057
75417,1,0.01505345,0.0124
75419,,0.02983747,0.057
75419,1,0.01505345,0.0124
75455,,0.02983747,0.057
75455,1,0.01505345,0.0124
75479,,0.02983747,0.057
75479,1,0.01505345,0.0124
75485,,0.02983747,0.057
75485,1,0.01505345,0.0124
75533,,0.02983747,0.057
75533,1,0.01505345,0.0124
75558,,0.02983747,0.057
75558,1,0.01505345,0.0124
75580,,0.02826108,0.057
75580,1,0.01505345,0.0124
75581,,0.02983747,0.057
75581,1,0.01505345,0.0124
75661,,0.02983747,0.057
75661,1,0.01505345,0.0124
75677,,0.02983747,0.057
75677,1,0.01505345,0.0124
75703,,0.02983747,0.057
75703,1,0.01505345,0.0124
75735,,0.02983747,0.057
75735,1,0.01505345,0.0124
75773,,0.02983747,0.057
75773,1,0.01505345,0.0124
75786,,0.02983747,0.057
75786,1,0.01505345,0.0124
75823,,0.02983747,0.057
75823,1,0.01505345,0.0124
75927,,0.07692141,0.057
75927,1,0.01455392,0.0124
75960,,0.02753374,0.057
75960,1,0.01505345,0.0124
75967,,0.02983747,0.057
75967,1,0.01505345,0.0124
75971,,0.02983747,0.057
75971,1,0.01505345,0.0124
76018,,0.02983747,0.057
76018,1,0.01505345,0.0124
76054,,0.02983747,0.057
76054,1,0.01505345,0.0124
76099,,0.02983747,0.057
76099,1,0.01505345,0.0124
76139,,0.07321808,0.057
76139,1,0.01505345,0.0124
76205,,0.02983747,0.057
76205,1,0.01505345,0.0124
76272,,0.02983747,0.057
76272,1,0.01364813,0.0124
76339,,0.02983747,0.057
76339,1,0.01505345,0.0124
76385,,0.02983747,0.057
76385,1,0.01505345,0.0124
76406,,0.02983747,0.057
76406,1,0.01505345,0.0124
76413,,0.02983747,0.057
76413,1,0.01505345,0.0124
76456,,0.02983747,0.057
76456,1,0.01505345,0.0124
76497,,0.02983747,0.057
76497,1,0.01505345,0.0124
76506,,0.02983747,0.057
76506,1,0.01505345,0.0124
76662,,0.07039385,0.057
76662,1,0.01505345,0.0124
76666,,0.02902789,0.057
76666,1,0.01505345,0.0124
76734,,0.02983747,0.057
76734,1,0.01505345,0.0124
76744,,0.02983747,0.057
76744,1,0.01505345,0.0124
76769,,0.02983747,0.057
76769,1,0.01505345,0.0124
76813,,0.02983747,0.057
76813,1,0.01505345,0.0124
76893,,0.02983747,0.057
76893,1,0.01505345,0.0124
76905,,0.02983747,0.057
76905,1,0.01505345,0.0124
76925,,0.02983747,0.057
76925,1,0.01505345,0.0124
77003,,0.02983747,0.057
77003,1,0.01505345,0.0124
77100,,0.02983747,0.057
77100,1,0.01505345,0.0124
77113,,0.07627839,0.057
77113,1,0.01505345,0.0124
77126,,0.07692141,0.057
77126,1,0.01505345,0.0124
77162,,0.02983747,0.057
77162,1,0.01505345,0.0124
77278,,0.02983747,0.057
77278,1,0.01505345,0.0124
77315,,0.02983747,0.057
77315,1,0.01505345,0.0124
77323,,0.02983747,0.057
77323,1,0.01505345,0.0124
77373,,0.02983747,0.057
77373,1,0.01505345,0.0124
77375,,0.02983747,0.057
77375,1,0.01505345,0.0124
77385,,0.02983747,0.057
77385,1,0.01505345,0.0124
77388,,0.02902789,0.057
77388,1,0.01505345,0.0124
77402,,0.02983747,0.057
77402,1,0.01505345,0.0124
77419,,0.02983747,0.057
77419,1,0.01505345,0.0124
77444,,0.02983747,0.057
77444,1,0.01505345,0.0124
77533,,0.02983747,0.057
77533,1,0.01505345,0.0124
77552,,0.02902789,0.057
77552,1,0.01455392,0.0124
77566,,0.02983747,0.057
77566,1,0.01505345,0.0124
77676,,0.02983747,0.057
77676,1,0.01505345,0.0124
77678,,0.02983747,0.057
77678,1,0.01505345,0.0124
77731,,0.02826108,0.057
77731,1,0.01505345,0.0124
77757,,0.02902789,0.057
77757,1,0.01505345,0.0124
77759,,0.02983747,0.057
77759,1,0.01505345,0.0124
77769,,0.02983747,0.057
77769,1,0.01505345,0.0124
77820,,0.02902789,0.057
77820,1,0.01505345,0.0124
77827,,0.02983747,0.057
77827,1,0.01505345,0.0124
77866,,0.02983747,0.057
77866,1,0.01505345,0.0124
77908,,0.02983747,0.057
77908,1,0.01505345,0.0124
77939,,0.02983747,0.057
77939,1,0.01505345,0.0124
77953,,0.02983747,0.057
77953,1,0.01505345,0.0124
78001,,0.02983747,0.057
78001,1,0.01505345,0.0124
78028,,0.02983747,0.057
78028,1,0.01505345,0.0124
78035,,0.02983747,0.057
78035,1,0.01505345,0.0124
78049,,0.02983747,0.057
78049,1,0.01505345,0.0124
78055,,0.02983747,0.057
78055,1,0.01505345,0.0124
78063,,0.02983747,0.057
78063,1,0.01505345,0.0124
78066,,0.02983747,0.057
78066,1,0.01505345,0.0124
78091,,0.02983747,0.057
78091,1,0.01505345,0.0124
78135,,0.02983747,0.057
78135,1,0.01505345,0.0124
78216,,0.02902789,0.057
78216,1,0.01505345,0.0124
78246,,0.02983747,0.057
78246,1,0.01505345,0.0124
78286,,0.02902789,0.057
78286,1,0.01505345,0.0124
78323,,0.02983747,0.057
78323,1,0.01505345,0.0124
78355,,0.02983747,0.057
78355,1,0.01505345,0.0124
78399,,0.02983747,0.057
78399,1,0.01505345,0.0124
78415,,0.02902789,0.057
78415,1,0.01505345,0.0124
78416,,0.02753374,0.057
78416,1,0.01505345,0.0124
78524,,0.02983747,0.057
78524,1,0.01505345,0.0124
78629,,0.02983747,0.057
78629,1,0.01505345,0.0124
78643,,0.02983747,0.057
78643,1,0.01505345,0.0124
78741,,0.02983747,0.057
78741,1,0.01505345,0.0124
78805,,0.05193359,0.057
78805,1,0.01120693,0.0124
78809,,0.02826108,0.057
78809,1,0.01505345,0.0124
78814,,0.02556025,0.057
78814,1,0.01505345,0.0124
78844,,0.02983747,0.057
78844,1,0.01505345,0.0124
79054,,0.02983747,0.057
79054,1,0.01505345,0.0124
79070,,0.02983747,0.057
79070,1,0.01505345,0.0124
79098,,0.02983747,0.057
79098,1,0.01505345,0.0124
79132,,0.02983747,0.057
79132,1,0.01505345,0.0124
79133,,0.02983747,0.057
79133,1,0.01505345,0.0124
79146,,0.02983747,0.057
79146,1,0.01505345,0.0124
79260,,0.02902789,0.057
79260,1,0.01505345,0.0124
79267,,0.02983747,0.057
79267,1,0.01505345,0.0124
79271,,0.02496382,0.057
79271,1,0.01505345,0.0124
79283,,0.02983747,0.057
79283,1,0.01505345,0.0124
79284,,0.02902789,0.057
79284,1,0.01505345,0.0124
79348,,0.02983747,0.057
79348,1,0.01505345,0.0124
79404,,0.02983747,0.057
79404,1,0.01505345,0.0124
79425,,0.02983747,0.057
79425,1,0.01505345,0.0124
79468,,0.02983747,0.057
79468,1,0.01505345,0.0124
79491,,0.02983747,0.057
79491,1,0.01505345,0.0124
79507,,0.02983747,0.057
79507,1,0.01505345,0.0124
79508,,0.02983747,0.057
79508,1,0.01505345,0.0124
79559,,0.0268429,0.057
79559,1,0.01505345,0.0124
79562,,0.02983747,0.057
79562,1,0.01505345,0.0124
79609,,0.02983747,0.057
79609,1,0.01505345,0.0124
79681,,0.02983747,0.057
79681,1,0.01505345,0.0124
79684,,0.02983747,0.057
79684,1,0.01505345,0.0124
79727,,0.02983747,0.057
79727,1,0.01505345,0.0124
79749,,0.02983747,0.057
79749,1,0.01505345,0.0124
79756,,0.02902789,0.057
79756,1,0.01505345,0.0124
79765,,0.02983747,0.057
79765,1,0.01505345,0.0124
79789,,0.02983747,0.057
79789,1,0.01505345,0.0124
79879,,0.02983747,0.057
79879,1,0.01505345,0.0124
79926,,0.02983747,0.057
79926,1,0.01505345,0.0124
79972,,0.02902789,0.057
79972,1,0.01505345,0.0124
80081,,0.02983747,0.057
80081,1,0.01505345,0.0124
80085,,0.02983747,0.057
80085,1,0.01505345,0.0124
80101,,0.02983747,0.057
80101,1,0.01505345,0.0124
80112,,0.02983747,0.057
80112,1,0.01505345,0.0124
80147,,0.02902789,0.057
80147,1,0.01505345,0.0124
80169,,0.02826108,0.057
80169,1,0.01505345,0.0124
80219,,0.02983747,0.057
80219,1,0.01505345,0.0124
80352,,0.02983747,0.057
80352,1,0.01505345,0.0124
80362,,0.02983747,0.057
80362,1,0.01505345,0.0124
80366,,0.02983747,0.057
80366,1,0.01505345,0.0124
80458,,0.02983747,0.057
80458,1,0.01505345,0.0124
80478,,0.02983747,0.057
80478,1,0.01505345,0.0124
80576,,0.02902789,0.057
80576,1,0.01505345,0.0124
80715,,0.02983747,0.057
80715,1,0.01505345,0.0124
80751,,0.0268429,0.057
80751,1,0.01505345,0.0124
80804,,0.02983747,0.057
80804,1,0.01505345,0.0124
80814,,0.02983747,0.057
80814,1,0.01505345,0.0124
81260,,0.02983747,0.057
81260,1,0.01505345,0.0124
81266,,0.02983747,0.057
81266,1,0.01505345,0.0124
81507,,0.02983747,0.057
81507,1,0.01505345,0.0124
81532,,0.07692141,0.057
81532,1,0.01505345,0.0124
81535,,0.02983747,0.057
81535,1,0.01505345,0.0124
81538,,0.02983747,0.057
81538,1,0.01505345,0.0124
81546,,0.02902789,0.057
81546,1,0.01505345,0.0124
81549,,0.02983747,0.057
81549,1,0.01505345,0.0124
81686,,0.02983747,0.057
81686,1,0.01505345,0.0124
81783,,0.02983747,0.057
81783,1,0.01505345,0.0124
81794,,0.02983747,0.057
81794,1,0.01505345,0.0124
81918,,0.02902789,0.057
81918,1,0.01505345,0.0124
81967,,0.0268429,0.057
81967,1,0.01505345,0.0124
81998,,0.02983747,0.057
81998,1,0.01505345,0.0124
82083,,0.02983747,0.057
82083,1,0.01505345,0.0124
82098,,0.02983747,0.057
82098,1,0.01505345,0.0124
82123,,0.02983747,0.057
82123,1,0.01505345,0.0124
82125,,0.02983747,0.057
82125,1,0.01505345,0.0124
82255,,0.02983747,0.057
82255,1,0.01505345,0.0124
82377,,0.02983747,0.057
82377,1,0.01505345,0.0124
82386,,0.02983747,0.057
82386,1,0.01505345,0.0124
82392,,0.02983747,0.057
82392,1,0.01505345,0.0124
82402,,0.02983747,0.057
82402,1,0.01505345,0.0124
82427,,0.02983747,0.057
82427,1,0.01505345,0.0124
82438,,0.02902789,0.057
82438,1,0.01505345,0.0124
82455,,0.02983747,0.057
82455,1,0.01505345,0.0124
82479,,0.02983747,0.057
82479,1,0.01505345,0.0124
82489,,0.02983747,0.057
82489,1,0.01505345,0.0124
82501,,0.02983747,0.057
82501,1,0.01505345,0.0124
82562,,0.02983747,0.057
82562,1,0.01505345,0.0124
82576,,0.02753374,0.057
82576,1,0.01505345,0.0124
82580,,0.02902789,0.057
82580,1,0.01505345,0.0124
82608,,0.02983747,0.057
82608,1,0.01505345,0.0124
82615,,0.02983747,0.057
82615,1,0.01505345,0.0124
82668,,0.02983747,0.057
82668,1,0.01505345,0.0124
82680,,0.02983747,0.057
82680,1,0.01505345,0.0124
82682,,0.02983747,0.057
82682,1,0.01505345,0.0124
82689,,0.02983747,0.057
82689,1,0.01505345,0.0124
82691,,0.02983747,0.057
82691,1,0.01505345,0.0124
82808,,0.02983747,0.057
82808,1,0.01505345,0.0124
82817,,0.02983747,0.057
82817,1,0.01505345,0.0124
82835,,0.02983747,0.057
82835,1,0.01505345,0.0124
82867,,0.02902789,0.057
82867,1,0.01505345,0.0124
82891,,0.02983747,0.057
82891,1,0.01505345,0.0124
82892,,0.02983747,0.057
82892,1,0.01505345,0.0124
82903,,0.02983747,0.057
82903,1,0.01505345,0.0124
82930,,0.02826108,0.057
82930,1,0.01505345,0.0124
82946,,0.02983747,0.057
82946,1,0.01505345,0.0124
82962,,0.02983747,0.057
82962,1,0.01505345,0.0124
83158,,0.02902789,0.057
83158,1,0.01505345,0.0124
83204,,0.02983747,0.057
83204,1,0.01505345,0.0124
83206,,0.0268429,0.057
83206,1,0.01505345,0.0124
83222,,0.02983747,0.057
83222,1,0.01505345,0.0124
83411,,0.02983747,0.057
83411,1,0.01505345,0.0124
83413,,0.02983747,0.057
83413,1,0.01505345,0.0124
83555,,0.02983747,0.057
83555,1,0.01505345,0.0124
83709,,0.02902789,0.057
83709,1,0.01505345,0.0124
83758,,0.02983747,0.057
83758,1,0.01505345,0.0124
83810,,0.02983747,0.057
83810,1,0.01505345,0.0124
83842,,0.02753374,0.057
83842,1,0.01505345,0.0124
83848,,0.02618587,0.057
83848,1,0.01505345,0.0124
83863,,0.02983747,0.057
83863,1,0.01505345,0.0124
83892,,0.02983747,0.057
83892,1,0.01505345,0.0124
83930,,0.02983747,0.057
83930,1,0.01505345,0.0124
83993,,0.02983747,0.057
83993,1,0.01505345,0.0124
84003,,0.02983747,0.057
84003,1,0.01505345,0.0124
84004,,0.02983747,0.057
84004,1,0.01505345,0.0124
84020,,0.02983747,0.057
84020,1,0.01505345,0.0124
84052,,0.02983747,0.057
84052,1,0.01505345,0.0124
84106,,0.02983747,0.057
84106,1,0.01505345,0.0124
84115,,0.02983747,0.057
84115,1,0.01505345,0.0124
84125,,0.02983747,0.057
84125,1,0.01505345,0.0124
84129,,0.02983747,0.057
84129,1,0.01505345,0.0124
84203,,0.02983747,0.057
84203,1,0.01505345,0.0124
84220,,0.02983747,0.057
84220,1,0.01505345,0.0124
84270,,0.02983747,0.057
84270,1,0.01505345,0.0124
84289,,0.02826108,0.057
84289,1,0.01505345,0.0124
84300,,0.02983747,0.057
84300,1,0.01505345,0.0124
84329,,0.02983747,0.057
84329,1,0.01505345,0.0124
84338,,0.02983747,0.057
84338,1,0.01505345,0.0124
84407,,0.02983747,0.057
84407,1,0.01505345,0.0124
84471,,0.02983747,0.057
84471,1,0.01505345,0.0124
84535,,0.02983747,0.057
84535,1,0.01505345,0.0124
84543,,0.02983747,0.057
84543,1,0.01505345,0.0124
84640,,0.02983747,0.057
84640,1,0.01505345,0.0124
84698,,0.02826108,0.057
84698,1,0.01505345,0.0124
84748,,0.02983747,0.057
84748,1,0.01505345,0.0124
84821,,0.02983747,0.057
84821,1,0.01505345,0.0124
84846,,0.02902789,0.057
84846,1,0.01505345,0.0124
85040,,0.0268429,0.057
85040,1,0.01505345,0.0124
85055,,0.02983747,0.057
85055,1,0.01505345,0.0124
85067,,0.02983747,0.057
85067,1,0.01505345,0.0124
85077,,0.02983747,0.057
85077,1,0.01505345,0.0124
85126,,0.02983747,0.057
85126,1,0.01505345,0.0124
85178,,0.02983747,0.057
85178,1,0.01505345,0.0124
85213,,0.02983747,0.057
85213,1,0.01505345,0.0124
85311,,0.02983747,0.057
85311,1,0.01505345,0.0124
85321,,0.02983747,0.057
85321,1,0.01505345,0.0124
85345,,0.02983747,0.057
85345,1,0.01505345,0.0124
85362,,0.02983747,0.057
85362,1,0.01505345,0.0124
85366,,0.02983747,0.057
85366,1,0.01505345,0.0124
85381,,0.02983747,0.057
85381,1,0.01505345,0.0124
85431,,0.02983747,0.057
85431,1,0.01505345,0.0124
85472,,0.02983747,0.057
85472,1,0.01505345,0.0124
85489,,0.02983747,0.057
85489,1,0.01505345,0.0124
85514,,0.02983747,0.057
85514,1,0.01505345,0.0124
85576,,0.02983747,0.057
85576,1,0.01505345,0.0124
85613,,0.02983747,0.057
85613,1,0.01505345,0.0124
85647,,0.02983747,0.057
85647,1,0.01505345,0.0124
85705,,0.02983747,0.057
85705,1,0.01505345,0.0124
85848,,0.02983747,0.057
85848,1,0.01505345,0.0124
85849,,0.02902789,0.057
85849,1,0.01505345,0.0124
85954,,0.02826108,0.057
85954,1,0.01505345,0.0124
86022,,0.02983747,0.057
86022,1,0.01505345,0.0124
86046,,0.02983747,0.057
86046,1,0.01505345,0.0124
86062,,0.02826108,0.057
86062,1,0.01505345,0.0124
86090,,0.02983747,0.057
86090,1,0.01505345,0.0124
86093,,0.02983747,0.057
86093,1,0.01505345,0.0124
86130,,0.02983747,0.057
86130,1,0.01505345,0.0124
86155,,0.02983747,0.057
86155,1,0.01505345,0.0124
86163,,0.02983747,0.057
86163,1,0.01505345,0.0124
86166,,0.02983747,0.057
86166,1,0.01505345,0.0124
86206,,0.02983747,0.057
86206,1,0.01505345,0.0124
86207,,0.02983747,0.057
86207,1,0.01505345,0.0124
86327,,0.02983747,0.057
86327,1,0.01505345,0.0124
86329,,0.02902789,0.057
86329,1,0.01505345,0.0124
86366,,0.02902789,0.057
86366,1,0.01505345,0.0124
86369,,0.02983747,0.057
86369,1,0.01505345,0.0124
86386,,0.02983747,0.057
86386,1,0.01505345,0.0124
86389,,0.02983747,0.057
86389,1,0.01505345,0.0124
86418,,0.02983747,0.057
86418,1,0.01505345,0.0124
86480,,0.02983747,0.057
86480,1,0.01505345,0.0124
86608,,0.02983747,0.057
86608,1,0.01505345,0.0124
86647,,0.02983747,0.057
86647,1,0.01505345,0.0124
86655,,0.02983747,0.057
86655,1,0.01505345,0.0124
86692,,0.02983747,0.057
86692,1,0.01505345,0.0124
86717,,0.02983747,0.057
86717,1,0.01505345,0.0124
86731,,0.02902789,0.057
86731,1,0.01505345,0.0124
86746,,0.02983747,0.057
86746,1,0.01505345,0.0124
86758,,0.02983747,0.057
86758,1,0.01505345,0.0124
86791,,0.02983747,0.057
86791,1,0.01505345,0.0124
86824,,0.02902789,0.057
86824,1,0.01505345,0.0124
86875,,0.02983747,0.057
86875,1,0.01505345,0.0124
86900,,0.02983747,0.057
86900,1,0.01505345,0.0124
87005,,0.02983747,0.057
87005,1,0.01505345,0.0124
87022,,0.02983747,0.057
87022,1,0.01505345,0.0124
87035,,0.02983747,0.057
87035,1,0.01505345,0.0124
87119,,0.07692141,0.057
87119,1,0.01505345,0.0124
87139,,0.02983747,0.057
87139,1,0.01505345,0.0124
87165,,0.02983747,0.057
87165,1,0.01505345,0.0124
87177,,0.02983747,0.057
87177,1,0.01505345,0.0124
87178,,0.02983747,0.057
87178,1,0.01505345,0.0124
87188,,0.02983747,0.057
87188,1,0.01505345,0.0124
87222,,0.02983747,0.057
87222,1,0.01505345,0.0124
87334,,0.02983747,0.057
87334,1,0.01505345,0.0124
87362,,0.02983747,0.057
87362,1,0.01505345,0.0124
87380,,0.02983747,0.057
87380,1,0.01455392,0.0124
87390,,0.02983747,0.057
87390,1,0.01505345,0.0124
87397,,0.02983747,0.057
87397,1,0.01505345,0.0124
87423,,0.02983747,0.057
87423,1,0.01505345,0.0124
87466,,0.02983747,0.057
87466,1,0.01505345,0.0124
87533,,0.02983747,0.057
87533,1,0.01505345,0.0124
87615,,0.02983747,0.057
87615,1,0.01505345,0.0124
87634,,0.02983747,0.057
87634,1,0.01505345,0.0124
87642,,0.02983747,0.057
87642,1,0.01505345,0.0124
87673,,0.02983747,0.057
87673,1,0.01505345,0.0124
87693,,0.02983747,0.057
87693,1,0.01505345,0.0124
87712,,0.02983747,0.057
87712,1,0.01505345,0.0124
87744,,0.02983747,0.057
87744,1,0.01505345,0.0124
87821,,0.02983747,0.057
87821,1,0.01505345,0.0124
87858,,0.02983747,0.057
87858,1,0.01505345,0.0124
87892,,0.02983747,0.057
87892,1,0.01505345,0.0124
87918,,0.02983747,0.057
87918,1,0.01505345,0.0124
88010,,0.02983747,0.057
88010,1,0.01505345,0.0124
88087,,0.02983747,0.057
88087,1,0.01505345,0.0124
88099,,0.02983747,0.057
88099,1,0.01505345,0.0124
88166,,0.02983747,0.057
88166,1,0.01505345,0.0124
88227,,0.02983747,0.057
88227,1,0.01505345,0.0124
88306,,0.02902789,0.057
88306,1,0.01505345,0.0124
88329,,0.02983747,0.057
88329,1,0.01505345,0.0124
88369,,0.02902789,0.057
88369,1,0.01505345,0.0124
88373,,0.02902789,0.057
88373,1,0.01505345,0.0124
88448,,0.02983747,0.057
88448,1,0.01505345,0.0124
88563,,0.02983747,0.057
88563,1,0.01505345,0.0124
88569,,0.02983747,0.057
88569,1,0.01455392,0.0124
88620,,0.02983747,0.057
88620,1,0.01505345,0.0124
88621,,0.02983747,0.057
88621,1,0.01505345,0.0124
88692,,0.02826108,0.057
88692,1,0.01505345,0.0124
88751,,0.02983747,0.057
88751,1,0.01505345,0.0124
88755,,0.02983747,0.057
88755,1,0.01505345,0.0124
88803,,0.02902789,0.057
88803,1,0.01505345,0.0124
88824,,0.02983747,0.057
88824,1,0.01505345,0.0124
88933,,0.02983747,0.057
88933,1,0.01505345,0.0124
88956,,0.02983747,0.057
88956,1,0.01505345,0.0124
88972,,0.02983747,0.057
88972,1,0.01505345,0.0124
89086,,0.02983747,0.057
89086,1,0.01505345,0.0124
89150,,0.02983747,0.057
89150,1,0.01505345,0.0124
89190,,0.02983747,0.057
89190,1,0.01505345,0.0124
89192,,0.02983747,0.057
89192,1,0.01505345,0.0124
89193,,0.02983747,0.057
89193,1,0.01505345,0.0124
89219,,0.02983747,0.057
89219,1,0.01505345,0.0124
89254,,0.02983747,0.057
89254,1,0.01505345,0.0124
89298,,0.02826108,0.057
89298,1,0.01505345,0.0124
89300,,0.02983747,0.057
89300,1,0.01505345,0.0124
89323,,0.02983747,0.057
89323,1,0.01505345,0.0124
89340,,0.02983747,0.057
89340,1,0.01505345,0.0124
89348,,0.02983747,0.057
89348,1,0.01505345,0.0124
89380,,0.02902789,0.057
89380,1,0.01505345,0.0124
89403,,0.02983747,0.057
89403,1,0.01505345,0.0124
89669,,0.02983747,0.057
89669,1,0.01505345,0.0124
89762,,0.02983747,0.057
89762,1,0.01505345,0.0124
89786,,0.02983747,0.057
89786,1,0.01505345,0.0124
89806,,0.02983747,0.057
89806,1,0.01505345,0.0124
89826,,0.02983747,0.057
89826,1,0.01505345,0.0124
89832,,0.02902789,0.057
89832,1,0.01505345,0.0124
89844,,0.02983747,0.057
89844,1,0.01505345,0.0124
89889,,0.02983747,0.057
89889,1,0.01505345,0.0124
89893,,0.02983747,0.057
89893,1,0.01505345,0.0124
89983,,0.02983747,0.057
89983,1,0.01505345,0.0124
89984,,0.02983747,0.057
89984,1,0.01505345,0.0124
90022,,0.02983747,0.057
90022,1,0.01505345,0.0124
90067,,0.02983747,0.057
90067,1,0.01505345,0.0124
90073,,0.02983747,0.057
90073,1,0.01505345,0.0124
90107,,0.02983747,0.057
90107,1,0.01505345,0.0124
90342,,0.02983747,0.057
90342,1,0.01505345,0.0124
90366,,0.02983747,0.057
90366,1,0.01505345,0.0124
90377,,0.02983747,0.057
90377,1,0.01505345,0.0124
90389,,0.02902789,0.057
90389,1,0.01505345,0.0124
90474,,0.02983747,0.057
90474,1,0.01505345,0.0124
90594,,0.02983747,0.057
90594,1,0.01505345,0.0124
90602,,0.02983747,0.057
90602,1,0.01505345,0.0124
90656,,0.02826108,0.057
90656,1,0.01505345,0.0124
90679,,0.02902789,0.057
90679,1,0.01505345,0.0124
90715,,0.02983747,0.057
90715,1,0.01505345,0.0124
90731,,0.02983747,0.057
90731,1,0.01505345,0.0124
90786,,0.02983747,0.057
90786,1,0.01505345,0.0124
90907,,0.02983747,0.057
90907,1,0.01505345,0.0124
90936,,0.02983747,0.057
90936,1,0.01505345,0.0124
91035,,0.02983747,0.057
91035,1,0.01505345,0.0124
91037,,0.02983747,0.057
91037,1,0.01505345,0.0124
91060,,0.02983747,0.057
91060,1,0.01505345,0.0124
91079,,0.02983747,0.057
